(15, 143.15625, 166.0)
(15, 175.0625, 171.75)
(15, 176.125, 171.0)
(15, 176.6875, 172.75)
(15, 179.875, 213.5)
(15, 180.9375, 217.25)
(15, 182.0, 214.25)
(15, 183.046875, 216.25)
(15, 184.109375, 217.5)
(14, 183.796875, 221.25)
(14, 186.515625, 224.25)
(15, 189.75, 180.75)
(15, 190.8125, 179.5)
(15, 206.890625, 206.25)
(15, 207.96875, 206.25)
(15, 209.046875, 205.75)
(15, 210.65625, 205.25)
(15, 210.921875, 205.0)
(15, 212.21875, 206.25)
(15, 213.3125, 208.5)
(15, 214.25, 209.75)
(15, 216.140625, 212.25)
(15, 217.484375, 214.5)
(15, 217.53125, 216.25)
(15, 219.421875, 218.0)
(15, 219.140625, 221.25)
(15, 220.171875, 223.0)
(15, 222.203125, 226.25)
(15, 222.703125, 229.0)
(15, 224.890625, 231.25)
(15, 225.25, 235.25)
(15, 227.09375, 238.0)
(15, 226.578125, 242.75)
(15, 229.28125, 245.75)
(11, 236.171875, 189.25)
(15, 237.296875, 205.25)
(13, 237.015625, 265.25)
(15, 236.375, 315.0)
(9, 249.640625, 274.5)
(15, 249.140625, 377.25)
(15, 248.0625, 785.25)
(13, 249.078125, 780.25)
(12, 253.40625, 281.5)
(15, 274.21875, 2079.5)
(15, 275.6875, 2204.5)
(15, 276.8125, 2238.5)
(15, 278.015625, 2146.25)
(14, 279.15625, 2048.0)
(15, 280.3125, 2045.25)
(15, 281.46875, 2056.75)
(12, 282.609375, 2050.5)
(15, 283.765625, 2019.75)
(15, 284.890625, 2021.5)
(15, 286.015625, 2041.25)
(10, 289.75, 471.75)
(15, 142.421875, 164.25)
(8, 143.671875, 165.0)
(8, 174.328125, 170.25)
(15, 175.609375, 171.5)
(15, 176.890625, 171.25)
(15, 180.21875, 215.0)
(15, 180.53125, 215.5)
(15, 182.765625, 214.75)
(15, 184.03125, 217.75)
(15, 183.9375, 221.0)
(13, 186.703125, 225.0)
(15, 187.984375, 183.25)
(15, 189.265625, 182.0)
(15, 190.53125, 180.75)
(15, 191.8125, 180.5)
(15, 207.171875, 206.25)
(15, 208.125, 206.0)
(15, 210.09375, 205.0)
(15, 211.375, 204.75)
(15, 212.6875, 205.5)
(15, 214.21875, 208.5)
(15, 215.28125, 210.75)
(15, 216.5625, 212.75)
(15, 217.875, 214.75)
(15, 219.15625, 218.25)
(15, 220.46875, 221.0)
(15, 221.765625, 223.5)
(15, 221.421875, 227.5)
(15, 224.359375, 230.0)
(15, 224.078125, 233.5)
(15, 225.84375, 236.75)
(15, 226.671875, 242.0)
(15, 227.90625, 246.25)
(8, 225.265625, 692.25)
(8, 236.171875, 188.25)
(15, 237.5, 207.25)
(15, 249.265625, 380.25)
(14, 248.546875, 783.5)
(15, 273.890625, 2077.5)
(15, 276.703125, 2241.75)
(15, 278.09375, 2151.75)
(15, 280.75, 2064.0)
(15, 282.078125, 2059.25)
(15, 283.421875, 2024.75)
(15, 284.78125, 2029.75)
(13, 286.09375, 2040.25)
(15, 143.015625, 166.0)
(8, 174.421875, 170.25)
(15, 175.859375, 171.75)
(15, 177.28125, 172.0)
(15, 180.8125, 217.25)
(15, 181.375, 214.5)
(15, 183.90625, 217.5)
(15, 185.34375, 220.5)
(13, 186.796875, 225.75)
(15, 188.234375, 184.5)
(15, 189.640625, 182.0)
(15, 191.078125, 180.25)
(15, 206.765625, 206.5)
(15, 208.203125, 205.75)
(15, 209.796875, 205.25)
(15, 211.359375, 204.75)
(15, 212.8125, 205.75)
(15, 213.828125, 208.25)
(15, 215.6875, 210.5)
(15, 217.140625, 213.75)
(15, 218.578125, 216.75)
(15, 220.015625, 220.0)
(15, 221.46875, 222.5)
(15, 222.90625, 226.25)
(15, 223.25, 229.75)
(15, 225.796875, 233.5)
(15, 225.75, 238.0)
(15, 227.625, 242.25)
(15, 237.453125, 198.75)
(15, 236.609375, 274.5)
(6, 237.703125, 273.25)
(15, 248.84375, 784.0)
(15, 253.40625, 287.75)
(15, 275.75, 2178.5)
(15, 277.171875, 2253.5)
(15, 278.671875, 2240.25)
(15, 280.171875, 2084.25)
(15, 281.6875, 2058.5)
(15, 283.140625, 2029.25)
(15, 284.59375, 2028.5)
(13, 286.0625, 2042.75)
(15, 142.75, 166.25)
(15, 175.109375, 171.75)
(15, 176.65625, 171.25)
(15, 179.40625, 217.25)
(15, 182.328125, 214.5)
(15, 183.859375, 217.5)
(15, 185.390625, 220.5)
(13, 186.9375, 226.0)
(15, 188.46875, 184.25)
(15, 190.0, 181.5)
(15, 191.53125, 180.25)
(15, 206.921875, 206.75)
(15, 208.46875, 206.0)
(15, 210.234375, 205.0)
(15, 211.796875, 204.75)
(15, 213.359375, 206.75)
(15, 214.90625, 209.25)
(15, 216.453125, 212.25)
(15, 218.015625, 214.75)
(15, 219.5625, 218.25)
(15, 221.0, 222.0)
(15, 222.171875, 226.0)
(15, 223.96875, 229.25)
(15, 225.78125, 233.25)
(15, 225.828125, 237.75)
(15, 227.015625, 242.75)
(15, 236.6875, 190.0)
(15, 237.125, 273.5)
(13, 249.5, 777.5)
(15, 273.390625, 2084.5)
(15, 275.09375, 2071.25)
(15, 276.625, 2214.5)
(15, 278.21875, 2188.5)
(15, 279.828125, 2076.5)
(15, 281.390625, 2070.25)
(15, 282.984375, 2027.25)
(15, 284.53125, 2030.25)
(15, 286.140625, 2027.75)
(15, 142.984375, 166.25)
(15, 175.515625, 172.0)
(15, 177.140625, 171.5)
(15, 183.140625, 215.0)
(15, 185.015625, 218.5)
(15, 185.015625, 224.0)
(15, 187.984375, 183.25)
(15, 189.59375, 182.0)
(15, 191.21875, 180.0)
(15, 207.4375, 207.0)
(15, 209.0625, 206.75)
(15, 210.890625, 206.5)
(15, 212.53125, 206.25)
(15, 214.171875, 207.75)
(15, 215.0625, 210.0)
(15, 216.9375, 214.5)
(15, 217.90625, 218.0)
(15, 220.71875, 221.0)
(15, 222.34375, 224.5)
(15, 223.65625, 229.0)
(15, 224.875, 232.75)
(15, 225.96875, 238.0)
(15, 227.546875, 242.75)
(15, 237.09375, 194.0)
(15, 236.25, 272.75)
(15, 249.59375, 382.0)
(15, 249.09375, 782.5)
(15, 274.390625, 2073.5)
(15, 276.140625, 2066.0)
(15, 277.78125, 2057.75)
(15, 279.4375, 2051.5)
(15, 281.078125, 2053.0)
(11, 282.734375, 2064.25)
(15, 284.390625, 2021.25)
(15, 286.046875, 2040.0)
(13, 287.6875, 2048.25)
(13, 143.609375, 166.25)
(15, 175.6875, 172.0)
(15, 177.375, 172.25)
(15, 180.25, 214.25)
(15, 181.046875, 215.75)
(15, 183.125, 216.75)
(15, 185.3125, 219.75)
(13, 186.046875, 226.0)
(15, 188.609375, 184.0)
(15, 190.296875, 181.5)
(15, 191.953125, 180.0)
(9, 206.59375, 208.25)
(15, 208.78125, 207.0)
(15, 210.65625, 206.75)
(15, 211.359375, 206.25)
(15, 214.046875, 208.0)
(15, 215.0625, 210.25)
(15, 217.4375, 214.0)
(15, 219.140625, 217.25)
(15, 220.828125, 221.0)
(15, 222.53125, 224.75)
(15, 223.34375, 229.5)
(15, 224.671875, 233.75)
(15, 226.4375, 238.75)
(15, 229.296875, 244.25)
(9, 236.0625, 174.25)
(15, 237.78125, 208.5)
(15, 237.203125, 287.25)
(15, 249.078125, 376.0)
(13, 248.765625, 781.25)
(15, 254.125, 285.25)
(15, 276.671875, 2066.75)
(15, 278.375, 2047.75)
(15, 280.125, 2048.75)
(15, 281.8125, 2059.25)
(15, 283.53125, 2019.25)
(15, 285.25, 2023.75)
(15, 286.9375, 2041.75)
(15, 142.65625, 166.25)
(15, 175.8125, 172.0)
(15, 177.046875, 173.0)
(15, 179.96875, 216.5)
(15, 181.3125, 215.75)
(15, 184.015625, 217.25)
(15, 189.203125, 183.25)
(15, 190.921875, 180.75)
(15, 208.328125, 207.0)
(15, 209.859375, 206.25)
(15, 212.015625, 206.25)
(15, 213.765625, 207.75)
(15, 214.375, 211.25)
(15, 217.15625, 213.25)
(15, 219.03125, 217.5)
(15, 219.390625, 221.0)
(15, 222.53125, 224.75)
(15, 224.28125, 229.25)
(15, 225.109375, 233.75)
(15, 226.234375, 239.5)
(15, 227.65625, 245.25)
(9, 236.5625, 182.5)
(11, 237.4375, 207.5)
(13, 248.125, 822.0)
(14, 249.921875, 778.0)
(15, 273.4375, 2080.0)
(15, 275.34375, 2073.0)
(15, 277.109375, 2067.25)
(15, 278.875, 2028.5)
(15, 280.625, 2057.5)
(15, 282.390625, 2080.0)
(15, 284.203125, 2021.5)
(15, 285.984375, 2044.0)
(14, 290.25, 432.25)
(15, 143.609375, 166.5)
(15, 176.046875, 172.0)
(15, 177.34375, 175.0)
(15, 180.15625, 217.25)
(15, 181.828125, 214.75)
(14, 184.546875, 217.5)
(15, 186.28125, 223.25)
(15, 188.09375, 183.75)
(15, 189.875, 181.5)
(15, 191.671875, 179.75)
(15, 207.828125, 206.5)
(15, 210.0625, 206.0)
(15, 211.203125, 205.5)
(15, 213.421875, 206.5)
(15, 214.25, 210.5)
(15, 216.71875, 213.0)
(15, 218.859375, 216.75)
(15, 220.671875, 220.25)
(15, 221.609375, 224.75)
(15, 224.28125, 229.0)
(15, 226.09375, 233.75)
(15, 227.109375, 240.0)
(14, 229.703125, 246.0)
(15, 236.9375, 192.5)
(15, 237.046875, 273.0)
(15, 249.328125, 378.75)
(14, 249.0, 784.25)
(15, 273.359375, 2083.25)
(15, 275.25, 2073.0)
(15, 277.09375, 2064.5)
(15, 278.90625, 2041.5)
(15, 280.71875, 2048.25)
(15, 282.53125, 2094.25)
(15, 284.359375, 2020.75)
(15, 286.203125, 2047.0)
(15, 287.96875, 2062.25)
(9, 144.1875, 165.75)
(15, 175.609375, 171.5)
(15, 177.46875, 171.75)
(15, 180.65625, 216.0)
(15, 182.5, 214.25)
(15, 184.34375, 217.0)
(15, 186.125, 222.5)
(15, 187.96875, 183.0)
(15, 189.8125, 181.5)
(15, 191.640625, 179.75)
(15, 208.203125, 206.75)
(15, 210.25, 205.75)
(15, 212.09375, 206.0)
(15, 213.9375, 207.75)
(15, 215.796875, 210.75)
(15, 217.234375, 214.5)
(15, 218.09375, 218.25)
(15, 220.4375, 221.75)
(15, 222.703125, 227.0)
(15, 225.0625, 230.75)
(15, 225.5625, 236.5)
(15, 228.765625, 242.25)
(15, 238.015625, 214.5)
(15, 236.96875, 317.0)
(15, 254.578125, 285.0)
(15, 275.546875, 2078.5)
(15, 277.46875, 2060.25)
(15, 279.328125, 2049.0)
(15, 281.171875, 2048.25)
(15, 283.03125, 2027.25)
(15, 284.890625, 2027.0)
(15, 286.765625, 2041.75)
(15, 291.109375, 446.5)
(15, 293.375, 432.25)
(15, 143.765625, 166.5)
(15, 173.953125, 170.75)
(15, 175.84375, 170.5)
(15, 177.734375, 171.75)
(15, 181.015625, 215.0)
(15, 182.875, 214.75)
(15, 184.765625, 218.0)
(13, 186.5625, 224.5)
(15, 188.453125, 183.25)
(15, 190.328125, 180.75)
(15, 207.21875, 206.75)
(15, 208.609375, 205.75)
(15, 210.21875, 205.25)
(15, 213.078125, 205.75)
(15, 214.96875, 208.75)
(15, 216.859375, 212.75)
(15, 218.734375, 216.75)
(15, 220.625, 220.5)
(15, 220.984375, 225.0)
(15, 223.421875, 229.25)
(15, 226.3125, 235.0)
(15, 237.640625, 199.0)
(15, 237.21875, 287.0)
(15, 254.6875, 284.5)
(15, 276.078125, 2069.25)
(15, 277.96875, 2067.5)
(15, 279.875, 2051.75)
(15, 281.765625, 2050.0)
(15, 283.640625, 2020.5)
(15, 285.59375, 2033.25)
(15, 287.4375, 2056.0)
(15, 292.234375, 424.75)
(15, 294.078125, 408.25)
(15, 142.65625, 166.0)
(15, 173.375, 169.25)
(15, 175.296875, 170.25)
(15, 177.203125, 171.25)
(15, 180.546875, 213.5)
(15, 181.96875, 214.5)
(15, 184.375, 217.5)
(15, 186.21875, 223.25)
(15, 188.109375, 182.25)
(15, 190.015625, 180.0)
(15, 206.296875, 206.75)
(15, 209.125, 205.25)
(15, 211.21875, 204.5)
(15, 213.140625, 206.25)
(15, 215.046875, 209.25)
(15, 216.984375, 212.75)
(15, 217.984375, 216.75)
(15, 220.8125, 221.0)
(15, 221.6875, 225.5)
(15, 223.34375, 230.5)
(15, 224.890625, 235.75)
(15, 228.515625, 241.75)
(10, 236.15625, 174.25)
(15, 238.46875, 274.75)
(15, 249.34375, 381.25)
(15, 249.453125, 781.25)
(15, 273.328125, 2131.5)
(15, 275.359375, 2067.5)
(15, 277.265625, 2059.25)
(15, 279.1875, 2037.5)
(15, 281.140625, 2055.0)
(15, 283.078125, 2027.5)
(15, 284.984375, 2028.5)
(15, 286.9375, 2040.0)
(15, 291.5625, 416.25)
(15, 293.71875, 422.0)
(15, 295.640625, 408.75)
(15, 143.40625, 165.75)
(15, 172.609375, 169.0)
(15, 174.5625, 170.0)
(15, 176.5, 170.75)
(15, 183.78125, 217.0)
(15, 189.515625, 180.5)
(15, 206.953125, 205.5)
(15, 208.890625, 204.25)
(15, 211.0, 204.0)
(15, 212.265625, 206.0)
(15, 214.65625, 208.5)
(15, 216.859375, 212.75)
(15, 218.796875, 216.75)
(15, 220.75, 220.75)
(15, 222.703125, 225.5)
(15, 223.265625, 230.0)
(15, 224.921875, 235.75)
(15, 227.203125, 242.0)
(7, 236.28125, 188.0)
(15, 249.953125, 777.5)
(15, 274.0625, 2081.75)
(15, 276.078125, 2056.0)
(15, 278.0625, 2061.5)
